objectid;straatnaam;postcode6;postcode4;hsnr_laag;hsnr_hoog;hsnr_aant;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelcode;stadsdeelnaam;x_rd;y_rd;longitude;latitude;geo_shape;geo_point_2d
1732;Genovevalaan;5625AJ;5625;2.0;46.0;24.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160970.1851;386767.48019004;5.47312464;51.46993629;"{""coordinates"": [5.473123253640889, 51.4699359353048], ""type"": ""Point""}";51.4699359353048, 5.473123253640889
1733;Genovevalaan;5625AK;5625;48.0;102.0;28.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160965.07225;386827.47770211;5.47305207;51.47047564;"{""coordinates"": [5.473050685625746, 51.470475285513075], ""type"": ""Point""}";51.470475285513075, 5.473050685625746
1741;Gentiaanweg;5643CA;5643;1.0;23.0;12.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162730.56713205;381478.38035;5.49834401;51.42237294;"{""coordinates"": [5.498342988014647, 51.42237262894479], ""type"": ""Point""}";51.42237262894479, 5.498342988014647
1743;George Orwelllaan;5629MN;5629;2.0;20.0;10.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160704.41115;388636.64039319;5.46932996;51.48674027;"{""coordinates"": [5.469328497858203, 51.4867398991441], ""type"": ""Point""}";51.4867398991441, 5.469328497858203
1744;Geraert Brandtstraat;5624ES;5624;1.0;35.0;18.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160006.0863;387010.13621511;5.45925268;51.47212685;"{""coordinates"": [5.4592512364093135, 51.47212649886606], ""type"": ""Point""}";51.47212649886606, 5.4592512364093135
1745;Geraniumstraat;5644NC;5644;1.0;35.0;26.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162220.8143;381298.60439428;5.49101157;51.42076376;"{""coordinates"": [5.491010525343647, 51.42076344794116], ""type"": ""Point""}";51.42076344794116, 5.491010525343647
1746;Gerard Bromlaan;5624GT;5624;1.0;35.0;18.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159842.66585;386820.48449704;5.45689799;51.47042357;"{""coordinates"": [5.456896544020028, 51.470423220126015], ""type"": ""Point""}";51.470423220126015, 5.456896544020028
1747;Gerard Bromlaan;5624GV;5624;2.0;58.0;29.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159949.1752;386729.05215913;5.45842961;51.46960079;"{""coordinates"": [5.458428174416913, 51.46960043940652], ""type"": ""Point""}";51.46960043940652, 5.458428174416913
1750;Gerard Davidstraat;5642KK;5642;2.0;28.0;15.0;322;Doornakkers-Oost;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163950.2748;383230.84386088;5.51592437;51.43810719;"{""coordinates"": [5.515923338875173, 51.438106858309204], ""type"": ""Point""}";51.438106858309204, 5.515923338875173
1757;Gerard Philipslaan;5616TT;5616;145.0;363.0;110.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160332.04696641;383826.2807;5.46389586;51.44350527;"{""coordinates"": [5.46389459910916, 51.443504939877464], ""type"": ""Point""}";51.443504939877464, 5.46389459910916
1758;Gerard Philipslaan;5616TV;5616;1.0;143.0;76.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160449.36691072;383747.40275;5.46558213;51.44279513;"{""coordinates"": [5.465580888030012, 51.442794808886205], ""type"": ""Point""}";51.442794808886205, 5.465580888030012
1762;Gerretsonlaan;5624JR;5624;20.0;86.0;34.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160079.64326783;386603.3974;5.46030549;51.46847016;"{""coordinates"": [5.46030406646114, 51.46846980855325], ""type"": ""Point""}";51.46846980855325, 5.46030406646114
1765;Gershwinstraat;5654KD;5654;1.0;18.0;17.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159388.10074947;380933.0337;5.45028226;51.41750696;"{""coordinates"": [5.450281093819213, 51.41750664921482], ""type"": ""Point""}";51.41750664921482, 5.450281093819213
1766;Gerstlaan;5632KN;5632;1.0;27.0;14.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162845.48457787;387496.97715;5.50013042;51.47647045;"{""coordinates"": [5.500129119147045, 51.47647008012092], ""type"": ""Point""}";51.47647008012092, 5.500129119147045
1769;Gestelsestraat;5615LB;5615;67.0;79.0;8.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160883.6345;382326.93011276;5.47180468;51.4300226;"{""coordinates"": [5.47180353137546, 51.43002228555198], ""type"": ""Point""}";51.43002228555198, 5.47180353137546
1771;Gestelsestraat;5615LD;5615;117.0;163.0;16.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160735.44725;382049.11932771;5.4696693;51.42752698;"{""coordinates"": [5.469668151055381, 51.42752666577323], ""type"": ""Point""}";51.42752666577323, 5.469668151055381
1775;Gestelsestraat;5615LJ;5615;118.0;146.0;17.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160785.21635;382229.02640645;5.47038787;51.4291436;"{""coordinates"": [5.470386718280508, 51.42914328186146], ""type"": ""Point""}";51.42914328186146, 5.470386718280508
1778;Gestelsestraat;5654AL;5654;195.0;217.0;13.0;723;Rapelenburg;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160579.39815;381745.32092266;5.4674207;51.4247978;"{""coordinates"": [5.467419555802288, 51.42479749027465], ""type"": ""Point""}";51.42479749027465, 5.467419555802288
1779;Gestelsestraat;5654AM;5654;228.0;258.0;10.0;723;Rapelenburg;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160586.3515;381805.29010292;5.46752162;51.42533678;"{""coordinates"": [5.46752047871457, 51.42533646477376], ""type"": ""Point""}";51.42533646477376, 5.46752047871457
1780;Getterhof;5651HH;5651;1.0;17.0;16.0;625;Zwaanstraat;62;Wijk Halve Maan;6;Stadsdeel Strijp;158950.099563;384637.7501;5.44402738;51.4508107;"{""coordinates"": [5.444026013424141, 51.45081037076859], ""type"": ""Point""}";51.45081037076859, 5.444026013424141
1784;Gildelaan;5612AG;5612;34.0;48.0;19.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161165.9298;384301.68587352;5.47589856;51.44777;"{""coordinates"": [5.475897316341817, 51.4477696704234], ""type"": ""Point""}";51.4477696704234, 5.475897316341817
1787;Girondelaan;5627NG;5627;1.0;27.0;14.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159095.08183923;388774.41675;5.44616137;51.48799273;"{""coordinates"": [5.446159834271553, 51.4879923684591], ""type"": ""Point""}";51.4879923684591, 5.446159834271553
1792;Glaslaan;5616LD;5616;1.0;31.0;16.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160198.14738668;383880.4626;5.46197068;51.44399354;"{""coordinates"": [5.461969411013681, 51.44399321607016], ""type"": ""Point""}";51.44399321607016, 5.461969411013681
1795;Gloriantstraat;5625BD;5625;2.0;60.0;30.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160837.8985;386668.32010164;5.47121911;51.46904637;"{""coordinates"": [5.471217719990066, 51.46904601017256], ""type"": ""Point""}";51.46904601017256, 5.471217719990066
1799;Glorieuxlaan;5613LN;5613;2.0;38.0;19.0;214;Tuindorp;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162799.26872284;382319.2176;5.49935036;51.42993;"{""coordinates"": [5.499349310272989, 51.42992968485315], ""type"": ""Point""}";51.42992968485315, 5.499349310272989
1804;Gooilandlaan;5628AT;5628;1.0;38.0;27.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160138.7111976;387642.7493;5.46117079;51.47781199;"{""coordinates"": [5.461169322012382, 51.4778116332328], ""type"": ""Point""}";51.4778116332328, 5.461169322012382
1806;Goorstraat;5613BM;5613;2.0;10.0;5.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162726.2151;383834.47752441;5.49833315;51.44355117;"{""coordinates"": [5.498332020666565, 51.44355083837318], ""type"": ""Point""}";51.44355083837318, 5.498332020666565
1807;Gossespad;5624HD;5624;2.0;12.0;6.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159906.30319068;386709.6682;5.45781232;51.46942693;"{""coordinates"": [5.4578108883828635, 51.46942657962002], ""type"": ""Point""}";51.46942657962002, 5.4578108883828635
1811;Goudestein;5653NS;5653;1.0;57.0;29.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158301.8353;381369.53512835;5.43467068;51.42143795;"{""coordinates"": [5.4346694618565765, 51.421437648691295], ""type"": ""Point""}";51.421437648691295, 5.4346694618565765
1812;Goudestein;5653NT;5653;2.0;34.0;17.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158333.81085;381310.19509473;5.43512983;51.42090438;"{""coordinates"": [5.435128609304303, 51.4209040714478], ""type"": ""Point""}";51.4209040714478, 5.435128609304303
1816;Goudrenetstraat;5632NV;5632;2.0;12.0;6.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162345.5356416;387997.70185;5.49294454;51.48097804;"{""coordinates"": [5.492943193196036, 51.480977662648854], ""type"": ""Point""}";51.480977662648854, 5.492943193196036
1818;Goudsbloemstraat;5644KE;5644;2.0;44.0;22.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162202.55825;381056.15211394;5.49074415;51.41858467;"{""coordinates"": [5.490743115947129, 51.418584357621135], ""type"": ""Point""}";51.418584357621135, 5.490743115947129
1820;Gounodlaan;5653AX;5653;1.0;35.0;18.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159727.33984449;382083.54325;5.45517447;51.42784577;"{""coordinates"": [5.455173270020309, 51.42784546245243], ""type"": ""Point""}";51.42784546245243, 5.455173270020309
1829;Graanmaat;5629TB;5629;1.0;5.0;3.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161720.39558018;389195.3384;5.48396821;51.49175098;"{""coordinates"": [5.483966790507034, 51.49175059523655], ""type"": ""Point""}";51.49175059523655, 5.483966790507034
1842;Grasdreef;5658HX;5658;1.0;44.0;42.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;157007.67905;382843.3986155;5.41607329;51.43469216;"{""coordinates"": [5.4160719733124285, 51.434691859870746], ""type"": ""Point""}";51.434691859870746, 5.4160719733124285
1845;Grasfonteinkruid;5658GM;5658;1.0;35.0;30.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;157102.14702885;383609.7141;5.41743643;51.44157997;"{""coordinates"": [5.417435075081733, 51.44157967232414], ""type"": ""Point""}";51.44157967232414, 5.417435075081733
1847;Grashoen;5658EK;5658;2.0;144.0;72.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156869.45715;383219.72804942;5.41408753;51.43807534;"{""coordinates"": [5.414086195228943, 51.43807504156795], ""type"": ""Point""}";51.43807504156795, 5.414086195228943
1848;Graskamp;5658HJ;5658;1.0;37.0;27.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156808.1431792;382572.8152;5.41320237;51.43226065;"{""coordinates"": [5.413201064283379, 51.432260353896034], ""type"": ""Point""}";51.432260353896034, 5.413201064283379
1850;Graskant;5658JD;5658;135.0;239.0;53.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156990.75225;383511.50626086;5.41583366;51.44069762;"{""coordinates"": [5.41583231287828, 51.4406973223776], ""type"": ""Point""}";51.4406973223776, 5.41583231287828
1854;Grasland;5658GA;5658;1.0;5.0;4.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156924.04315;383452.24459922;5.41487387;51.44016517;"{""coordinates"": [5.414872520525629, 51.440164872022244], ""type"": ""Point""}";51.440164872022244, 5.414872520525629
1855;Grasland;5658GB;5658;2.0;106.0;53.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156958.62195782;383262.33355;5.41537014;51.438458;"{""coordinates"": [5.41536880514595, 51.43845770406486], ""type"": ""Point""}";51.43845770406486, 5.41536880514595
1856;Grasland;5658JA;5658;108.0;224.0;59.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156945.64197294;383399.97245;5.41518423;51.43969524;"{""coordinates"": [5.4151828822435295, 51.439694940454146], ""type"": ""Point""}";51.439694940454146, 5.4151828822435295
1863;Grasmier;5658GE;5658;1.0;36.0;36.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;157020.05832824;383227.7838;5.41625353;51.43814723;"{""coordinates"": [5.41625219579445, 51.438146928619126], ""type"": ""Point""}";51.438146928619126, 5.41625219579445
1866;Grasperk;5658HD;5658;1.0;55.0;55.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156815.5469648;382827.65455;5.41331016;51.4345513;"{""coordinates"": [5.413308841476445, 51.4345509989214], ""type"": ""Point""}";51.4345509989214, 5.413308841476445
1869;Grasplantsoen;5658HE;5658;1.0;59.0;54.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156831.2693139;382758.96635;5.4135359;51.43393383;"{""coordinates"": [5.413534587277007, 51.43393353075126], ""type"": ""Point""}";51.43393353075126, 5.413534587277007
1870;Grasplein;5658EM;5658;1.0;6.0;6.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156848.10619017;383412.9453;5.41378148;51.43981218;"{""coordinates"": [5.413780134213041, 51.439811879811565], ""type"": ""Point""}";51.439811879811565, 5.413780134213041
1871;Graspol;5658GH;5658;1.0;41.0;40.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156929.25985;383599.34196685;5.41494971;51.44148736;"{""coordinates"": [5.41494835363163, 51.44148706422966], ""type"": ""Point""}";51.44148706422966, 5.41494835363163
1874;Grassijsje;5658EE;5658;2.0;31.0;28.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156720.12097526;383272.1617;5.41194003;51.43854713;"{""coordinates"": [5.411938687710514, 51.438546830815035], ""type"": ""Point""}";51.438546830815035, 5.411938687710514
1875;Grassnip;5658EA;5658;2.0;38.0;30.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156730.60273666;383512.0621;5.41209196;51.44070348;"{""coordinates"": [5.412090612393723, 51.44070318482758], ""type"": ""Point""}";51.44070318482758, 5.412090612393723
1879;Grasveld;5658GD;5658;2.0;98.0;49.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;157007.73381802;383068.11485;5.41607537;51.43671206;"{""coordinates"": [5.416074036589806, 51.43671176137071], ""type"": ""Point""}";51.43671176137071, 5.416074036589806
1883;Graviuspad;5641WK;5641;1.0;12.0;11.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164111.315;384058.50602438;5.51826188;51.44554418;"{""coordinates"": [5.518260819659093, 51.44554383741656], ""type"": ""Point""}";51.44554383741656, 5.518260819659093
1885;Grebbeberglaan;5628GG;5628;39.0;75.0;19.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160534.34903815;388023.61235;5.46687184;51.48123168;"{""coordinates"": [5.466870379950981, 51.481231314907866], ""type"": ""Point""}";51.481231314907866, 5.466870379950981
1886;Grebbeberglaan;5628GH;5628;71.0;71.0;1.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160269.9352;387995.07080944;5.46306499;51.48097767;"{""coordinates"": [5.463063522590382, 51.48097730785272], ""type"": ""Point""}";51.48097730785272, 5.463063522590382
1887;Grebbeberglaan;5628GJ;5628;2.0;40.0;20.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160662.55660655;388059.5969;5.46871805;51.48155386;"{""coordinates"": [5.4687166013874124, 51.48155348874224], ""type"": ""Point""}";51.48155348874224, 5.4687166013874124
1888;Grebbeberglaan;5628GK;5628;42.0;76.0;17.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160370.59102441;388042.8749;5.46451472;51.48140641;"{""coordinates"": [5.4645132579567175, 51.48140604811565], ""type"": ""Point""}";51.48140604811565, 5.4645132579567175
1890;Gregorius Coolstraat;5623BG;5623;2.0;16.0;8.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160937.86615;385437.6021002;5.47263702;51.45798282;"{""coordinates"": [5.472635707025338, 51.457982477171505], ""type"": ""Point""}";51.457982477171505, 5.472635707025338
1891;Grenenhout;5621DA;5621;2.0;8.0;175.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159395.529;385215.73004143;5.45044259;51.45600266;"{""coordinates"": [5.450441206255301, 51.45600232321446], ""type"": ""Point""}";51.45600232321446, 5.450441206255301
1897;Grevenschutven;5645KN;5645;1.0;11.0;6.0;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;163640.8322141;381571.70665;5.51143325;51.4231986;"{""coordinates"": [5.511432263326076, 51.423198279195546], ""type"": ""Point""}";51.423198279195546, 5.511432263326076
1900;Griftlaan;5626CA;5626;1.0;21.0;11.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157728.5633;387634.74616346;5.42647759;51.47775694;"{""coordinates"": [5.426476057438298, 51.47775659948741], ""type"": ""Point""}";51.47775659948741, 5.426476057438298
1901;Griftlaan;5626CB;5626;2.0;14.0;7.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157687.4522;387636.4723535;5.42588583;51.47777265;"{""coordinates"": [5.425884292785321, 51.47777231475098], ""type"": ""Point""}";51.47777231475098, 5.425884292785321
1903;Grimbeertlaan;5625GC;5625;37.0;67.0;16.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160358.68075219;387418.4136;5.46433373;51.47579347;"{""coordinates"": [5.464332290904135, 51.475793105023925], ""type"": ""Point""}";51.475793105023925, 5.464332290904135
1907;Grobbendonkstraat;5628RE;5628;1.0;42.0;18.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161629.58818764;387679.0342;5.48263204;51.47812254;"{""coordinates"": [5.4826306564392375, 51.47812217410657], ""type"": ""Point""}";51.47812217410657, 5.4826306564392375
1909;Groendwarsstraat;5642CA;5642;2.0;2.0;1.0;321;Doornakkers-West;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163224.68055;383922.74178061;5.50550502;51.44433749;"{""coordinates"": [5.505503913954692, 51.44433715271947], ""type"": ""Point""}";51.44433715271947, 5.505503913954692
1910;Groene Akker;5616HD;5616;1.0;27.0;14.0;614;Schouwbroek;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159789.0945;383418.90782601;5.45608061;51.43984841;"{""coordinates"": [5.456079348437366, 51.43984808881534], ""type"": ""Point""}";51.43984808881534, 5.456079348437366
1914;Groenewoudseweg;5621BA;5621;1.0;47.0;31.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159487.29695;385140.40914639;5.45176195;51.4553249;"{""coordinates"": [5.4517605836888325, 51.45532456449953], ""type"": ""Point""}";51.45532456449953, 5.4517605836888325
1915;Groenewoudseweg;5621BB;5621;49.0;87.0;20.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159564.37965;385064.383123;5.45286999;51.45464091;"{""coordinates"": [5.4528686306002925, 51.45464057240991], ""type"": ""Point""}";51.45464057240991, 5.4528686306002925
1918;Groenewoudseweg;5621BG;5621;161.0;195.0;18.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159704.63651517;384916.8666;5.45488593;51.45331377;"{""coordinates"": [5.454884583622019, 51.453313441219606], ""type"": ""Point""}";51.453313441219606, 5.454884583622019
1920;Groenewoudseweg;5621BJ;5621;237.0;259.0;12.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159786.53686358;384815.1399;5.45606284;51.4523987;"{""coordinates"": [5.456061496923096, 51.45239836370571], ""type"": ""Point""}";51.45239836370571, 5.456061496923096
1922;Groenewoudseweg;5621BL;5621;4.0;339.0;21.0;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159709.6678;384804.15954915;5.45495681;51.45230065;"{""coordinates"": [5.4549554644140725, 51.45230031404819], ""type"": ""Point""}";51.45230031404819, 5.4549554644140725
1924;Groenlostraat;5651EB;5651;14.0;36.0;12.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158780.7661;384341.77998486;5.44158815;51.44815148;"{""coordinates"": [5.441586794533113, 51.4481511616306], ""type"": ""Point""}";51.4481511616306, 5.441586794533113
1925;Groenstraat;5642CB;5642;1.0;6.0;8.0;321;Doornakkers-West;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163124.262;383844.84196249;5.5040588;51.44363873;"{""coordinates"": [5.504057692168978, 51.443638397128375], ""type"": ""Point""}";51.443638397128375, 5.504057692168978
1926;Groes;5641RB;5641;1.0;23.0;12.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164383.9845;383830.26531099;5.52217798;51.44348813;"{""coordinates"": [5.522176940573366, 51.44348778388417], ""type"": ""Point""}";51.44348778388417, 5.522176940573366
1927;Groes;5641RC;5641;2.0;20.0;10.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164414.1175;383813.67649447;5.52261096;51.44333851;"{""coordinates"": [5.5226099241186, 51.44333816999798], ""type"": ""Point""}";51.44333816999798, 5.5226099241186
1929;Groot-Bijgaardenlaan;5628VT;5628;1.0;113.0;57.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161921.57832668;387657.40745;5.48683472;51.47792463;"{""coordinates"": [5.486833356042879, 51.47792426068011], ""type"": ""Point""}";51.47792426068011, 5.486833356042879
1931;Grote Beekstraat;5626NE;5626;6.0;28.0;13.0;426;Vredeoord;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;158881.65243034;386321.5627;5.44306131;51.4659464;"{""coordinates"": [5.443059847531173, 51.465946055563386], ""type"": ""Point""}";51.465946055563386, 5.443059847531173
1932;Grote Beerlaan;5632DN;5632;1.0;43.0;31.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162525.16765;387148.43248071;5.49551226;51.47334189;"{""coordinates"": [5.495510953031215, 51.47334151726919], ""type"": ""Point""}";51.47334151726919, 5.495510953031215
1933;Grote Beerlaan;5632DP;5632;2.0;60.0;29.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162564.27265;387108.14417476;5.49607424;51.47297922;"{""coordinates"": [5.49607293493547, 51.47297885586154], ""type"": ""Point""}";51.47297885586154, 5.49607293493547
1935;Grote Berg;5611KJ;5611;49.0;123.0;66.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;161058.81216788;382918.31315;5.47433383;51.43533649;"{""coordinates"": [5.474332661014384, 51.435336171306595], ""type"": ""Point""}";51.435336171306595, 5.474332661014384
1939;Guido Gezellestraat;5615HJ;5615;1.0;43.0;30.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;161135.54989135;382512.19975;5.47543033;51.43168524;"{""coordinates"": [5.475429183062726, 51.431684923415766], ""type"": ""Point""}";51.431684923415766, 5.475429183062726
1941;Guido Gezellestraat;5615HL;5615;26.0;48.0;12.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;161132.31605439;382468.6964;5.47538307;51.43129424;"{""coordinates"": [5.475381924687144, 51.43129392113432], ""type"": ""Point""}";51.43129392113432, 5.475381924687144
1946;Guy de Maupassantlaan;5629PE;5629;1.0;17.0;16.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160851.74386675;388947.2296;5.47145635;51.48953053;"{""coordinates"": [5.471454888929181, 51.48953015599653], ""type"": ""Point""}";51.48953015599653, 5.471454888929181
1949;Haagbeemd;5641NC;5641;2.0;16.0;8.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164598.5706;383635.00551639;5.5252592;51.44172939;"{""coordinates"": [5.525258183876557, 51.44172904556141], ""type"": ""Point""}";51.44172904556141, 5.525258183876557
1953;Hageheldlaan;5641GM;5641;1.0;59.0;30.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164448.58365;384526.49877557;5.52312585;51.44974525;"{""coordinates"": [5.52312478386651, 51.44974489736226], ""type"": ""Point""}";51.44974489736226, 5.52312478386651
1955;Hageheldlaan;5641GP;5641;34.0;88.0;28.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164490.69505878;384501.5902;5.52373098;51.44952065;"{""coordinates"": [5.523729917800579, 51.449520294531084], ""type"": ""Point""}";51.449520294531084, 5.523729917800579
1956;Hagenkampweg Noord;5616TA;5616;2.0;68.0;25.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160556.286;382889.05719949;5.46710645;51.4350787;"{""coordinates"": [5.467105255579693, 51.43507838532394], ""type"": ""Point""}";51.43507838532394, 5.467105255579693
1957;Hagenkampweg Noord;5616TB;5616;70.0;106.0;46.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160559.57555;382748.79109148;5.46715154;51.43381786;"{""coordinates"": [5.467150354727311, 51.433817548026944], ""type"": ""Point""}";51.433817548026944, 5.467150354727311
1962;Hagenkampweg Zuid;5615DC;5615;101.0;157.0;27.0;712;Oude Spoorbaan;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160581.39125;382396.82179655;5.46745968;51.43065391;"{""coordinates"": [5.467458514921829, 51.43065359737057], ""type"": ""Point""}";51.43065359737057, 5.467458514921829
1967;Halvemaanstraat;5651BM;5651;143.0;185.0;22.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158871.48924036;384210.70785;5.44289178;51.4469727;"{""coordinates"": [5.442890433542231, 51.44697238099105], ""type"": ""Point""}";51.44697238099105, 5.442890433542231
1968;Halvemaanstraat;5651BN;5651;187.0;237.0;26.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158735.06944928;384129.6288;5.44092853;51.44624483;"{""coordinates"": [5.440927191535052, 51.446244512081584], ""type"": ""Point""}";51.446244512081584, 5.440927191535052
1970;Halvemaanstraat;5651BP;5651;2.0;42.0;31.0;625;Zwaanstraat;62;Wijk Halve Maan;6;Stadsdeel Strijp;159096.4829;384453.85613488;5.44613111;51.44915669;"{""coordinates"": [5.446129765478416, 51.44915636208047], ""type"": ""Point""}";51.44915636208047, 5.446129765478416
1971;Halvemaanstraat;5651BR;5651;88.0;130.0;21.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158459.06060344;384211.6708;5.43695906;51.44698405;"{""coordinates"": [5.436957702578069, 51.44698372852564], ""type"": ""Point""}";51.44698372852564, 5.436957702578069
